Year,Afghanistan,Angola,Albania,United Arab Emirates,Argentina,Armenia,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,Bosnia and Herzegovina,Belarus,Bolivia (Plurinational State of),Brazil,Barbados,Botswana,Central African Republic,Canada,Switzerland,Chile,China,Côte d'Ivoire,Cameroon,D.R. of the Congo,Congo,Colombia,Comoros,Cabo Verde,Costa Rica,Czechoslovakia,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,Ecuador,Egypt,Spain,Estonia,Ethiopia,Finland,France,Gabon,United Kingdom,Georgia,Ghana,Guinea,Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Guatemala,"China, Hong Kong SAR",Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iran (Islamic Republic of),Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Republic of Korea,Kuwait,Lao People's DR,Lebanon,Liberia,Libya,Saint Lucia,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Republic of Moldova,Madagascar,Mexico,TFYR of Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Poland,Puerto Rico,D.P.R. of Korea,Portugal,Paraguay,State of Palestine,Qatar,Romania,Russian Federation,Rwanda,Saudi Arabia,Sudan (Former),Senegal,Singapore,Sierra Leone,El Salvador,Serbia,Sao Tome and Principe,Former USSR,Slovakia,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Trinidad and Tobago,Tunisia,Turkey,"Taiwan, Province of China",U.R. of Tanzania: Mainland,Uganda,Ukraine,Uruguay,United States,Uzbekistan,Venezuela (Bolivarian Republic of),Viet Nam,Yemen,Former Yugoslavia,South Africa,Zambia,Zimbabwe
1959,9625,4715,1571,98,20281,1796,10132,7014,3741,2764,9104,2019,4814,53459,7798,150,3185,8075,3358,69580,231,489,1441,17872,5259,7400,666005,3463,5522,16253,981,15447,179,191,1200,13565,6901,567,9619,72014,106,59,4547,3126,10696,4291,26220,30373,1197,24153,4395,46129,442,51956,4071,6761,2971,342,611,240,8258,3970,2920,1889,4021,3625,9937,94506,426000,2843,20932,6625,172,2082,49832,1599,813,93297,9500,7913,2096,5611,23981,262,2261,1739,1028,1290,88,9640,843,2718,312,2089,12074,2919,5378,37328,1354,4407,325,22459,455,929,7321,1103,645,3370,8196,576,3836,40360,1446,11348,3553,9906,2331,586,49104,1115,9658,27685,29152,2322,10103,8962,1862,1101,43,18226,117957,2959,4614,8096,3195,1587,2362,2503,6590,63,209928,3946,1549,7446,343,40,4395,2991,1422,26667,2009,1530,817,4075,27356,10468,9979,7059,42006,2495,177830,8223,7268,30683,5744,17968,16975,3173,3887
1960,9829,4797,1623,103,20616,1869,10361,7047,3882,2815,9119,2065,4866,54593,7867,157,3240,8168,3434,71695,232,497,1467,18267,5362,7585,667070,3576,5609,16610,1002,15953,183,197,1248,13654,7027,573,9660,72481,111,60,4581,3231,10909,4416,26847,30641,1211,24622,4430,46584,446,52372,4147,6958,3021,352,617,244,8327,4100,3025,1952,4036,3697,9984,95961,434000,2832,21548,6822,176,2141,50198,1632,849,94092,9982,8157,2171,5761,24784,292,2309,1786,1055,1338,88,9913,859,2765,314,2115,12423,2999,5482,38579,1366,4495,329,22839,461,955,7472,1117,663,3450,8428,591,3913,41547,1493,11486,3581,10035,2372,599,50387,1148,9931,28529,29590,2358,10448,9037,1910,1113,46,18403,119632,3032,4718,8321,3270,1646,2396,2582,6659,63,213780,3994,1558,7480,352,42,4533,3042,1456,27513,2081,1585,841,4149,28217,10861,10260,7262,42644,2531,180671,8531,7556,31656,5872,18133,17417,3254,4011
1961,10043,4752,1677,109,20951,1944,10599,7086,4034,2894,9166,2113,4891,55709,7943,164,3299,8263,3513,73833,230,505,1495,18635,5512,7773,660330,3705,5699,16964,1025,16476,187,203,1297,13779,7134,579,9587,73123,117,60,4610,3341,11122,4546,27523,30904,1224,25105,4461,47128,450,52807,4211,7154,3073,363,622,248,8398,4232,3121,2019,4055,3771,10029,97610,444000,2818,22181,7026,179,2217,50523,1648,887,94943,10467,8412,2255,5919,25614,325,2359,1836,1083,1389,89,10191,875,2810,317,2146,12736,3069,5590,39836,1382,4585,329,23232,468,982,7628,1132,681,3532,8663,606,3993,42772,1541,11639,3610,10176,2432,614,51719,1181,10218,29410,29979,2403,10714,9031,1959,1110,49,18567,121324,3046,4828,8551,3348,1702,2432,2665,6728,64,217618,4192,1572,7520,361,43,4681,3095,1491,28376,2163,1644,861,4216,29030,11235,10555,7472,43196,2564,183691,8868,7848,32701,5994,18318,17870,3337,4140
1962,10267,4826,1728,116,21284,2007,10795,7130,4157,2962,9218,2165,4920,56803,8013,172,3349,8365,3594,76039,229,513,1523,18986,5666,7961,665770,3843,5794,17486,1048,17010,192,210,1345,13858,7254,576,9620,73739,123,61,4647,3453,11001,4682,28173,31158,1239,25604,4491,48089,456,53292,4279,7355,3126,374,628,249,8448,4367,3208,2090,4077,3848,10063,99620,454000,2830,22837,7240,182,2311,50843,1665,934,95832,10946,8679,2333,6084,26420,358,2409,1887,1113,1442,90,10465,893,2850,321,2173,13057,3136,5703,41121,1401,4679,329,23638,475,1010,7789,1147,701,3629,8906,621,4076,44033,1591,11806,3639,10332,2489,628,53101,1216,10517,30325,30330,2448,10988,9020,2010,1133,54,18681,122878,3051,4943,8788,3430,1750,2468,2748,6786,65,221227,4237,1583,7562,370,44,4835,3150,1528,29263,2253,1705,887,4287,29789,11615,10864,7689,43697,2598,186538,9210,8143,33796,6120,18500,18357,3421,4278
1963,10501,4920,1780,124,21616,2066,11001,7176,4283,3008,9283,2217,4953,58186,8078,179,3399,8439,3678,78317,231,521,1553,19343,5789,8147,682335,4002,5892,18027,1072,17546,196,217,1393,13948,7415,582,9666,74340,129,62,4684,3569,11273,4822,28821,31430,1255,26121,4523,48799,461,53625,4344,7564,3181,386,634,250,8480,4506,3288,2166,4099,3928,10091,101674,464000,2850,23512,7468,185,2407,51198,1698,975,96812,11312,8957,2413,6254,27211,394,2460,1940,1144,1499,91,10735,912,2886,324,2199,13385,3205,5821,42434,1422,4775,328,24057,480,1031,7957,1162,715,3726,9148,637,4163,45333,1642,11966,3667,10500,2541,645,54524,1251,10826,31273,30662,2497,11288,9082,2062,1156,59,18813,124277,3129,5065,9031,3516,1795,2505,2836,6843,66,224585,4282,1595,7604,380,45,4993,3208,1566,30174,2340,1765,904,4374,30509,11999,11185,7914,44256,2632,189242,9547,8444,34932,6248,18685,18857,3508,4412
1964,10744,5026,1832,133,21949,2135,11218,7224,4430,3089,9367,2271,4990,59359,8144,186,3445,8502,3764,80667,233,530,1585,19711,5887,8330,698355,4171,5996,18433,1097,18090,201,224,1440,14052,7612,587,9726,74954,135,63,4720,3687,11613,4968,29533,31741,1272,26654,4549,49357,468,53991,4407,7782,3236,399,610,252,8510,4650,3366,2246,4114,4010,10124,103772,474000,2864,24218,7711,189,2498,51600,1739,1017,97826,11602,9248,2495,6427,27984,433,2512,1996,1176,1560,92,10996,932,2923,328,2227,13722,3271,5944,43775,1445,4875,324,24490,487,1061,8127,1178,736,3816,9397,654,4252,46675,1695,12127,3694,10677,2592,662,55988,1288,11144,32254,30976,2552,11615,9123,2115,1182,65,18927,125522,3184,5192,9273,3636,1842,2543,2924,6901,67,227698,4326,1606,7661,389,47,5157,3271,1606,31107,2424,1825,924,4468,31227,12385,11522,8147,44786,2664,191889,9878,8752,36099,6378,18852,19371,3599,4537
1965,10998,5135,1884,144,22283,2206,11439,7271,4567,3171,9448,2328,5032,60284,8201,191,3493,8591,3853,83093,235,538,1628,20071,5943,8510,715185,4356,6104,18856,1124,18646,206,232,1488,14147,7810,591,9777,75639,142,64,4758,3806,11963,5118,30265,32085,1288,27204,4564,49802,474,54350,4465,8010,3293,412,604,253,8550,4746,3443,2329,4133,4094,10153,105913,485000,2876,24949,7971,192,2578,51987,1777,1061,98883,11902,9549,2573,6602,28705,476,2565,2058,1209,1624,94,11261,952,2959,332,2254,14066,3334,6070,45142,1470,4978,319,24937,491,1090,8301,1195,756,3914,9648,671,4344,48064,1750,12292,3723,10862,2640,679,57495,1326,11467,33268,31262,2597,11964,9129,2170,1211,71,19027,126541,3265,5327,9497,3744,1887,2582,3018,6959,69,230513,4370,1620,7734,399,48,5326,3345,1648,32062,2511,1882,939,4566,31951,12766,11870,8389,45235,2693,194303,10206,9068,37258,6510,19038,19898,3694,4685
1966,11262,5201,1933,157,22612,2274,11655,7322,4702,3254,9508,2387,5077,61496,8258,197,3541,8694,3945,85557,236,546,1685,20448,5996,8686,735400,4564,6217,19343,1151,19202,212,239,1538,14224,7985,595,9815,76206,149,65,4798,3926,12339,5273,30986,32452,1300,27771,4581,50254,482,54643,4518,8245,3352,426,598,256,8614,4843,3521,2414,4156,4179,10185,108103,495000,2884,25708,8240,196,2641,52332,1820,1107,99790,12180,9864,2655,6780,29436,523,2619,2122,1244,1694,96,11533,974,2997,334,2279,14415,3394,6200,46538,1490,5084,317,25399,497,1119,8486,1212,774,4023,9900,689,4438,49491,1807,12455,3754,11057,2688,697,59046,1365,11796,34304,31532,2627,12337,9109,2228,1236,78,19141,127415,3358,5469,9725,3857,1934,2622,3128,7016,70,233139,4409,1632,7808,410,49,5500,3419,1691,33036,2593,1936,953,4676,32678,13140,12231,8640,45674,2721,196560,10530,9387,38378,6625,19221,20440,3794,4836
1967,11538,5247,1984,172,22934,2338,11872,7377,4827,3331,9557,2448,5128,62765,8310,202,3585,8787,4041,88050,238,554,1734,20820,6063,8859,754550,4790,6336,19941,1180,19764,217,247,1589,14277,8139,599,9835,76368,157,66,4839,4049,12760,5432,31681,32850,1312,28344,4606,50650,489,54959,4565,8490,3411,440,601,260,8716,4942,3600,2501,4174,4267,10223,110339,506000,2900,26477,8519,199,2694,52667,1861,1255,100825,12452,10192,2737,6961,30131,575,2674,2187,1280,1759,98,11807,996,3034,335,2301,14770,3452,6335,47996,1512,5194,319,25876,501,1150,8681,1231,789,4152,10155,707,4534,50949,1865,12597,3786,11262,2728,715,60642,1405,12132,35357,31785,2649,12732,9103,2288,1143,86,19285,128184,3451,5618,9992,3966,1978,2662,3233,7074,71,235630,4442,1647,7868,421,50,5681,3496,1736,34024,2672,1994,960,4787,33411,13460,12607,8900,46111,2749,198712,10864,9710,39464,6741,19390,20997,3900,4995
1968,11825,5350,2039,191,23261,2402,12102,7415,4945,3401,9590,2511,5183,64072,8370,208,3627,8865,4139,90569,240,562,1763,21143,6132,9030,774510,5038,6460,20571,1210,20322,223,254,1638,14323,8284,604,9851,76584,164,68,4867,4173,13146,5597,32338,33239,1324,28943,4626,51034,497,55214,4607,8744,3472,454,611,263,8741,5045,3677,2591,4190,4356,10264,112623,518000,2913,27254,8808,201,2747,52987,1893,1383,101961,12692,10532,2818,7143,30838,632,2730,2254,1318,1834,99,12085,1019,3069,336,2322,15137,3506,6473,49519,1533,5307,319,26368,506,1181,8884,1249,804,4273,10409,725,4633,52445,1926,12725,3819,11473,2759,735,62282,1447,12476,36424,32035,2674,13150,9115,2349,1000,95,19721,128876,3548,5775,10261,4074,2012,2704,3347,7132,72,237983,4472,1658,7912,432,51,5867,3572,1782,35028,2759,2054,963,4894,34165,13918,12988,9170,46510,2777,200706,11232,10041,40512,6859,19552,21569,4009,5172
1969,12123,5472,2100,218,23600,2463,12379,7441,5059,3460,9613,2577,5243,65417,8434,214,3669,8946,4241,93114,239,572,1795,21448,6212,9199,796025,5299,6590,21179,1240,20869,230,262,1687,14284,8421,609,9807,77144,172,69,4891,4298,13528,5766,32966,33566,1343,29574,4624,51470,504,55461,4650,9009,3534,469,616,267,8773,5151,3752,2685,4201,4447,10303,114956,529000,2926,28046,9106,203,2817,53317,1920,1454,103172,12900,10888,2896,7329,31544,690,2787,2320,1357,1923,101,12356,1043,3102,338,2342,15517,3549,6616,51111,1554,5425,323,26874,510,1214,9093,1269,816,4393,10662,745,4735,53990,1988,12873,3851,11692,2789,756,63970,1489,12829,37507,32281,2722,13592,9097,2412,1006,105,20010,129573,3657,5939,10532,4193,2043,2746,3469,7190,73,240253,4478,1667,7968,443,53,6059,3649,1830,36050,2850,2116,963,4996,34952,14200,13390,9450,46871,2802,202677,11591,10389,41542,6978,19705,22157,4123,5353
1970,12431,5606,2157,249,23962,2520,12660,7467,5169,3522,9638,2646,5304,67331,8490,220,3703,9027,4346,95684,239,584,1839,21750,6267,9369,818315,5579,6727,21781,1272,21430,237,269,1736,14319,8543,615,9795,77783,180,70,4929,4423,13932,5939,33574,33876,1363,30204,4606,51918,515,55632,4694,8789,3597,485,620,270,8793,5264,3822,2761,4205,4541,10337,117338,541000,2950,28854,9414,204,2903,53661,1944,1503,104345,13106,11247,2964,7396,32241,748,2845,2383,1397,1999,103,12619,1067,3138,339,2361,15909,3595,6766,52775,1574,5546,326,27393,514,1248,9304,1289,830,4508,10910,765,4841,55586,2053,13032,3877,11919,2828,779,65706,1531,13193,38604,32526,2722,14062,9044,2477,1032,115,20253,130245,3769,6109,10834,4318,2075,2789,3604,7248,74,242478,4524,1676,8043,455,54,6258,3727,1964,37091,2939,2181,955,5099,35758,14532,13807,9743,47236,2824,205052,11940,10758,42577,7098,19840,22740,4252,5515
1971,12749,5753,2209,288,24364,2582,12937,7500,5284,3597,9673,2717,5366,69150,8536,225,3761,9101,4455,98265,241,600,1884,22026,6343,9540,841105,5874,6870,22386,1306,21993,244,273,1786,14381,8669,620,9825,78355,188,71,4963,4547,14335,6117,34184,34195,1381,30853,4612,52432,526,55907,4742,9065,3662,501,623,274,8831,5385,3886,2856,4216,4585,10365,119767,554000,2978,29678,9732,206,2997,54006,1967,1556,105697,13325,11633,3029,7388,32883,793,2904,2529,1440,2077,105,12869,1092,3178,342,2382,16313,3649,6920,54407,1596,5672,325,27926,520,1283,9539,1311,841,4630,11171,793,4949,57234,2120,13194,3903,12155,2875,803,67491,1574,13568,39718,32778,2766,14527,8990,2545,1060,124,20470,130977,3880,6287,11144,4450,2113,2834,3710,7306,75,244887,4557,1686,8098,467,56,6479,3806,2021,38202,3039,2247,962,5198,36580,14862,14237,10009,47637,2826,207661,12334,11152,43614,7251,20015,23338,4376,5684
1972,13079,5895,2264,336,24780,2647,13177,7544,5394,3530,9709,2791,5434,70677,8576,231,3819,9169,4566,100874,242,619,1927,22285,6401,9718,862030,6172,7021,23008,1340,22543,252,275,1835,14456,8830,626,9862,78717,197,72,4992,4671,14761,6299,34807,34513,1397,31543,4640,52894,538,56079,4786,9354,3728,517,625,278,8889,5510,3946,2965,4225,4677,10394,122565,567000,3024,30522,10062,209,3096,54366,1998,1614,107188,13542,12045,3095,7452,33505,842,2964,2680,1484,2184,107,13116,1117,3213,347,2401,16661,3703,7082,55984,1618,5801,319,28474,528,1321,9810,1333,851,4761,11441,822,5060,58941,2183,13330,3933,12389,2929,829,69326,1617,13955,40850,33040,2847,14956,8970,2614,1089,134,20663,131769,3992,6473,11470,4589,2152,2879,3791,7338,77,247343,4593,1695,8122,480,57,6701,3887,2080,39276,3145,2313,975,5304,37493,15168,14707,10224,48027,2830,209896,12742,11516,44655,7407,20197,23936,4506,5861
1973,13421,6026,2296,391,25210,2713,13380,7586,5498,3540,9738,2869,5508,72383,8621,239,3872,9236,4680,103513,244,643,1965,22560,6441,9897,881940,6465,7179,23668,1376,23069,259,277,1886,14549,9000,634,9912,78950,206,73,5022,4796,15198,6485,35480,34837,1411,32264,4666,53333,561,56210,4826,9649,3796,534,633,271,8929,5639,4010,3078,4235,4771,10426,125432,580000,3073,31392,10402,212,3197,54797,2036,1674,108707,13754,12482,3161,7536,34073,894,3027,2826,1529,2312,109,13352,1142,3246,350,2421,16998,3753,7250,57557,1639,5935,322,29235,534,1360,10088,1356,861,4901,11712,851,5175,60702,2248,13438,3961,12631,2992,857,71121,1660,14350,41998,33331,2863,15349,8976,2693,1124,145,20828,132556,4110,6667,11876,4727,2193,2925,3879,7369,78,249712,4637,1703,8137,493,58,6931,3970,2140,40302,3243,2380,985,5426,38503,15454,15201,10428,48367,2834,211909,13148,11893,45736,7580,20367,24549,4643,6002
1974,13772,5987,2348,453,25646,2777,13599,7599,5599,3595,9768,2949,5587,74585,8679,248,3925,9304,4796,106182,246,672,2006,22875,6460,10077,900350,6749,7346,24334,1414,23598,267,279,1937,14658,9151,641,9976,78966,216,73,5045,4922,15653,6676,36216,35184,1422,33022,4691,53690,597,56224,4865,9905,3864,550,640,250,8962,5773,4085,2765,4246,4866,10471,128369,593000,3124,32306,10754,215,3286,55226,2071,1738,110162,13972,12944,3232,7610,34692,948,3092,2988,1577,2451,111,13562,1169,3276,355,2442,17335,3801,7424,59123,1662,6074,324,29799,542,1403,10370,1380,873,5073,11986,882,5295,62524,2320,13541,3985,12884,3058,884,72912,1707,14753,43162,33643,2887,15702,9098,2774,1166,157,21029,133379,4226,6868,12236,4872,2230,2974,3973,7400,80,252111,4682,1713,8161,507,58,7169,4056,2202,41306,3345,2451,995,5556,39513,15752,15681,10672,48677,2838,213854,13569,12281,46902,7755,20550,25179,4785,6173
1975,14132,5885,2401,523,26082,2834,13771,7579,5696,3676,9795,3033,5673,76153,8721,259,3980,9360,4914,108879,247,705,2058,23209,6404,10252,916395,7031,7522,25033,1454,24125,276,280,1992,14772,9287,611,10042,78682,227,74,5060,5048,16140,6872,36952,35564,1432,33803,4711,53955,647,56215,4898,10118,3935,566,681,213,9047,5910,4180,2858,4255,4963,10532,131219,607000,3177,33265,11118,218,3354,55572,2105,1803,111573,14157,13433,3301,7491,35281,1007,3161,3099,1618,2570,112,13779,1195,3305,359,2462,17687,3847,7604,60678,1684,6218,328,30335,549,1446,10433,1404,885,5317,12267,915,5419,64422,2395,13653,4007,13146,3118,913,74712,1749,15161,44337,33969,2935,16014,9411,2852,1201,169,21245,134293,4357,7205,12617,4989,2263,3030,4073,7431,82,254519,4730,1722,8193,521,60,7416,4144,2267,42272,3449,2524,1007,5704,40530,16061,16148,10952,48973,2844,215973,13988,12675,48075,7934,20732,25815,4924,6342
1976,14501,5943,2455,598,26531,2893,13916,7566,5790,3749,9811,3120,5765,77821,8755,274,4033,9406,4956,111603,248,741,2112,23518,6333,10432,930685,7335,7721,25741,1494,24638,284,283,2049,14884,9418,599,10105,78299,237,74,5073,5176,16635,7073,37737,35997,1442,34659,4726,54159,688,56206,4930,10333,4007,582,733,191,9167,6051,4296,2955,4286,5064,10589,134314,620000,3228,34259,11494,220,3424,55839,2133,1870,112775,14304,13951,3367,7227,35860,1072,3176,3120,1661,2666,115,14013,1223,3334,361,2477,18043,3886,7807,62220,1706,6366,329,30872,555,1487,10770,1430,898,5531,12554,950,5548,66393,2473,13770,4026,13418,3154,956,76456,1792,15573,45574,34299,3026,16294,9622,2922,1228,181,21446,135269,4502,7620,13020,5100,2293,3088,4177,7462,84,256883,4779,1734,8222,536,61,7670,4235,2333,43221,3554,2594,1021,5859,41472,16435,16626,11242,49234,2861,218035,14404,13082,49273,8171,20930,26468,5067,6496
1977,14880,6164,2509,684,26984,2955,14074,7568,5887,3834,9822,3211,5891,80314,8797,297,4086,9457,5080,114373,249,781,2168,23796,6316,10600,943455,7642,7962,26484,1537,25119,309,286,2108,14990,9534,598,10162,78161,252,74,5088,5303,17153,7279,38784,36439,1453,35458,4739,54378,706,56179,4963,10538,4080,599,745,193,9308,6197,4431,3056,4319,5167,10637,137487,634000,3272,35350,11883,222,3496,56059,2157,1938,113872,14455,14500,3432,6991,36436,1140,3208,3117,1706,2722,117,14250,1255,3361,361,2491,18397,3920,8012,63760,1728,6455,332,31408,560,1528,11128,1456,913,5702,12845,977,5682,68421,2554,13853,4043,13700,3165,1005,78153,1842,15990,46851,34621,3081,16563,9663,2987,1261,194,21659,136264,4657,8129,13441,5263,2325,3148,4285,7494,87,259225,4828,1747,8252,551,62,7933,4328,2402,44148,3659,2664,1039,6005,42377,16753,17130,11541,49454,2879,220239,14809,13504,50534,8404,21126,27130,5217,6642
1978,15269,6287,2563,779,27440,3014,14249,7562,5986,3930,9830,3305,6026,82813,8803,323,4135,9520,5205,117207,250,822,2225,24036,6333,10760,956165,7954,8213,27317,1581,25575,319,289,2192,15089,9630,601,10213,78066,275,74,5104,5431,17686,7489,40020,36861,1464,36054,4753,54602,726,56167,4991,10721,4155,616,758,195,9430,6346,4575,3169,4349,5270,10673,140739,648000,3314,36510,12317,224,3570,56240,2179,2007,114913,14624,15080,3496,6767,37019,1214,3248,3111,1754,2797,119,14511,1289,3387,362,2505,18758,3947,8224,65296,1747,6550,340,31863,566,1572,11466,1484,929,5880,13139,998,5816,70483,2608,13937,4059,13994,3166,1059,80051,1875,16414,48172,34929,3118,16830,9699,3054,1296,207,21832,137246,4819,8709,13918,5431,2354,3208,4399,7525,89,261525,4876,1759,8276,568,62,8203,4424,2472,45057,3761,2734,1056,6136,43275,17090,17647,11850,49643,2897,222585,15207,13931,51663,8641,21309,27809,5371,6767
1979,15556,6453,2618,884,27902,3067,14422,7549,6082,4120,9837,3403,6168,85361,8812,336,4181,9582,5327,120101,251,863,2285,24277,6351,10923,969005,8271,8462,28204,1627,26072,329,293,2260,15182,9705,605,10260,78081,299,74,5117,5562,18230,7704,41258,37200,1472,36500,4765,54836,723,56228,5019,10879,4231,634,771,221,9548,6496,4713,3280,4380,5375,10698,144073,664000,3368,37839,12768,226,3653,56368,2207,2077,115890,14804,15690,3559,6734,37534,1292,3268,3101,1804,2929,120,14797,1323,3411,363,2514,19126,3970,8453,66826,1768,6651,347,32405,571,1617,11828,1514,947,6066,13444,1028,5952,72588,2687,14030,4073,14298,3165,1116,82374,1918,16849,49537,35257,3168,17104,9725,3122,1329,221,22001,138164,4976,9346,14448,5606,2384,3271,4512,7556,92,263751,4923,1773,8294,588,63,8484,4524,2547,46004,3863,2804,1073,6280,44165,17448,18145,12138,49835,2914,225055,15605,14355,52668,8883,21490,28506,5532,6887
1980,15044,6743,2671,1000,28370,3115,14616,7549,6173,4288,9847,3510,6318,87937,8844,348,4092,9644,5441,123020,252,900,2349,24593,6385,11094,981235,8593,8762,29013,1674,26631,340,296,2299,15255,9648,611,10289,78298,327,74,5123,5697,18806,7920,42634,37488,1482,36866,4780,55110,714,56314,5046,11017,4310,652,789,256,9643,6650,4835,3403,4383,5483,10711,147490,679000,3401,39422,13233,228,3737,56451,2229,2163,116807,14967,16331,3623,6888,38124,1370,3293,3087,1858,3065,122,15056,1359,3435,364,2525,19487,3996,8691,68347,1792,6758,364,33061,560,1655,12103,1545,964,6259,13764,1058,6093,74821,2803,14144,4086,14613,3170,1175,85219,1960,17295,50940,35578,3210,17390,9778,3196,1360,237,22130,139039,5138,9999,14980,5787,2414,3335,4570,7588,94,265926,4966,1833,8310,611,64,8774,4522,2626,47026,3966,2875,1091,6443,45048,17788,18665,12415,50047,2930,227726,15994,14768,53715,9133,21615,29252,5700,7170
1981,13676,6880,2724,1070,28848,3166,14923,7565,6271,4454,9852,3622,6474,90517,8869,363,4136,9713,5545,125992,252,934,2413,24900,6425,11282,993861,8922,9048,29808,1724,27215,348,300,2357,15312,9706,618,10298,78402,345,74,5122,5832,19407,8141,44196,37751,1493,38542,4800,55399,731,56383,5073,11178,4390,671,807,272,9729,6829,4937,3544,4391,5595,10712,150657,692000,3443,41141,13703,231,3801,56502,2258,2254,117648,15136,16987,3690,7080,38723,1432,3337,3083,1913,3204,124,15315,1395,3462,365,2537,19846,4026,8939,69969,1808,6871,364,33669,560,1694,12363,1578,979,6459,14096,1074,6239,77150,2899,14246,4100,14946,3185,1238,88417,1999,17755,52228,35902,3239,17675,9850,3279,1389,249,22257,139900,5307,10627,15481,5976,2535,3402,4520,7619,96,268123,5014,1839,8320,631,65,9073,4515,2720,47937,4073,2947,1107,6606,46253,18097,19212,12725,50236,2848,229966,16400,15166,54903,9390,21707,30169,5886,7429
1982,12583,7019,2780,1138,29330,3219,15162,7575,6369,4551,9856,3737,6637,92626,8892,378,4173,9779,5642,129028,253,971,2478,25202,6468,11487,1000281,9260,9283,30649,1775,27826,356,304,2424,15352,9792,624,10304,78335,356,74,5118,5969,20034,8366,45682,37983,1504,40290,4827,55697,754,56340,5101,11402,4472,691,826,285,9786,6983,5023,3671,4413,5709,10706,153895,708000,3480,42885,14173,234,3858,56536,2298,2347,118455,15303,17660,3763,7294,39326,1497,3411,3089,1972,3344,126,15575,1433,3492,366,2552,20199,4055,9196,71641,1824,6989,360,34306,563,1734,12587,1612,992,6668,14441,1099,6389,79511,2976,14310,4115,15298,3217,1301,91465,2040,18173,53557,36227,3279,17952,9860,3370,1425,260,22357,140822,5480,11255,16004,6170,2652,3472,4480,7645,98,270390,5048,1861,8325,650,65,9410,4733,2817,48827,4185,3018,1127,6734,47464,18399,19777,13079,50397,2968,232188,16830,15621,56142,9658,21885,31140,6102,7637
1983,12439,7241,2837,1209,29784,3270,15348,7553,6470,4659,9856,3856,6807,94788,8910,393,4207,9845,5737,131960,255,1007,2543,25456,6501,11687,1023288,9606,9563,31447,1829,28455,365,308,2494,15388,9887,632,10307,78122,370,74,5114,6106,20681,8593,47093,38184,1515,41502,4856,55929,779,56383,5131,12152,4555,711,845,300,9841,7189,5098,3798,4431,5827,10689,157208,723000,3504,44632,14652,237,3927,56630,2307,2440,119270,15467,18348,3842,7521,39910,1566,3495,3092,2033,3485,127,15784,1471,3523,366,2570,20750,4083,9463,73363,1831,7109,356,34980,566,1774,12773,1648,1002,6884,14793,1134,6544,81164,3044,14362,4128,15664,3258,1363,94155,2081,18591,54885,36571,3316,18237,9872,3467,1474,292,22407,141862,5659,11912,17091,6369,2689,3546,4527,7671,100,272717,5081,1879,8329,673,66,9757,4971,2918,49694,4304,3091,1148,6860,48661,18657,20368,13470,50573,2989,234307,17171,16084,57436,9936,22018,32144,6340,7928
1984,12769,7442,2896,1284,30231,3322,15510,7554,6579,4757,9855,3979,6985,96955,8928,408,4241,9914,5834,134699,256,1043,2629,25702,6530,11879,1036825,9963,9867,32341,1884,29096,374,312,2568,15423,9983,640,10309,77855,375,74,5112,6242,21341,8826,48550,38363,1526,42507,4882,56246,805,56462,5162,12833,4761,741,865,315,9887,7380,5171,3935,4442,5950,10668,160595,739000,3529,46409,15161,239,3997,56697,2313,2533,120035,15630,19050,3924,7676,40406,1637,3577,3092,2096,3625,129,15977,1511,3555,366,2588,21316,4113,9741,75080,1837,7233,351,35671,558,1816,12923,1685,1012,7104,15157,1169,6704,82724,3114,14420,4140,16044,3298,1424,96502,2123,19011,56258,36904,3350,18530,9885,3568,1524,324,22454,142922,5829,12607,17657,6573,2743,3623,4594,7696,102,275330,5114,1896,8337,697,66,10114,5025,3022,50534,4431,3165,1169,7185,49840,18918,20984,13920,50769,3008,236348,17729,16545,58762,10229,22087,33182,6567,8241
